Date: 2018-01-28 13:28:48.452097

---Species concentration bounds--- 
Ester : (3800.0, 4200.0)
afEst2 : (9.5, 10.5)

--- Parameters --- 
afest_kcat : (5, 7)
afest_km_ester : (1300, 1700)


--- Ester Uncertainty Analysis Quartiles ---
Time, Ester High, Ester Low, Ester Mean, 
209.0, 4151.34869854, 3797.72768553, 3980.35034383, 
210.0, 4151.9333044, 3798.75933889, 3981.02737056, 
211.0, 4152.49551888, 3799.75691555, 3981.68092991, 
212.0, 4153.03618456, 3800.72149991, 3982.31182513, 
213.0, 4153.55611359, 3801.65414442, 3982.92083293, 
214.0, 4154.05608853, 3802.55587054, 3983.50870433, 
215.0, 4154.53686329, 3803.42766944, 3984.07616538, 
216.0, 4154.99916435, 3804.2705026, 3984.62391801, 
217.0, 4155.60758534, 3805.08530269, 3985.1526407, 
218.0, 4156.49446811, 3805.87297441, 3985.66298921, 
219.0, 4157.35183469, 3806.63439511, 3986.15559735, 
220.0, 4158.18063927, 3807.37041524, 3986.6310776, 
221.0, 4158.98180705, 3808.08185934, 3987.09002182, 
222.0, 4159.75623495, 3808.76952674, 3987.53300189, 
223.0, 4160.50479241, 3809.44398485, 3987.96057034, 
224.0, 4161.22832218, 3810.11115987, 3988.37326099, 
225.0, 4161.9276409, 3810.75621785, 3988.77158954, 
226.0, 4162.60353994, 3811.37987537, 3989.15605412, 
227.0, 4163.25678603, 3811.98282696, 3989.52713592, 
228.0, 4163.88812199, 3812.56574577, 3989.8852997, 
229.0, 4164.49826734, 3813.12928383, 3990.23099433, 
230.0, 4165.08791901, 3813.65128852, 3990.56465331, 
231.0, 4165.65775197, 3813.77169275, 3990.88669529, 
232.0, 4166.20841984, 3813.88757107, 3991.19752456, 
233.0, 4166.74055551, 3814.21020011, 3991.49753149, 
234.0, 4167.25477177, 3815.00676606, 3991.78709303, 
235.0, 4167.7516619, 3815.57049699, 3992.06657313, 
236.0, 4168.23180016, 3815.74847598, 3992.33632319, 
237.0, 4168.69574245, 3815.79420955, 3992.59668248, 
238.0, 4169.14402681, 3815.8378738, 3992.84797855, 
239.0, 4169.57717397, 3815.87956227, 3993.09052758, 
240.0, 4169.99568787, 3815.91936427, 3993.32463483, 

