Date: 2018-01-28 13:28:48.452097

---Species concentration bounds--- 
Ester : (3800.0, 4200.0)
afEst2 : (9.5, 10.5)

--- Parameters --- 
afest_kcat : (5, 7)
afest_km_ester : (1300, 1700)


--- Ester Uncertainty Analysis Quartiles ---
Time, Ester High, Ester Low, Ester Mean, 
232.0, 28.8734843641, 0.878645266174, 8.67167314885, 
233.0, 28.0105110754, 0.837961290986, 8.37166621977, 
234.0, 27.1729243465, 0.799160218755, 8.08210468425, 
235.0, 26.3600010249, 0.762154992223, 7.80262458478, 
236.0, 25.5710372172, 0.726862569884, 7.53287452055, 
237.0, 24.8053478433, 0.693203745572, 7.27251522644, 
238.0, 24.062266069, 0.661102968514, 7.02121916411, 
239.0, 23.3411430708, 0.630488174514, 6.77867013147, 
240.0, 22.6413475763, 0.601290628463, 6.54456287978, 


--- Acid Uncertainty Analysis Quartiles ---
Time, Acid High, Acid Low, Acid Mean, 
0.0, 0.0, 0.0, 0.0, 
1.0, 50.8230562687, 35.9926953681, 43.593700011, 
2.0, 101.457234531, 71.8979439682, 87.0544573317, 
3.0, 151.899607601, 107.714863703, 130.380500946, 
4.0, 202.147195251, 143.442562565, 173.570031419, 
5.0, 252.196963798, 179.080137557, 216.621220527, 
6.0, 302.045825444, 214.626674647, 259.532211273, 
7.0, 351.690637079, 250.081249492, 302.301117362, 
8.0, 401.128199684, 285.442927307, 344.926022638, 
9.0, 450.355257699, 320.710762283, 387.404980676, 
10.0, 499.368498998, 355.883797544, 429.73601455, 
11.0, 548.164553451, 390.961065355, 471.917116597, 
12.0, 596.739992605, 425.941586648, 513.946248075, 
13.0, 645.091329505, 460.824371344, 555.821338764, 
14.0, 693.21501754, 495.608417703, 597.540286637, 
15.0, 741.107450442, 530.292712942, 639.100957494, 
16.0, 788.764961921, 564.876233005, 680.501184699, 
17.0, 836.183824768, 599.265206176, 721.738768987, 
18.0, 883.360251211, 633.463077797, 762.811478186, 
19.0, 930.290392501, 667.53621256, 803.71704696, 
20.0, 976.970338212, 701.483327191, 844.453176594, 
21.0, 1023.3961175, 735.30312586, 885.017534878, 
22.0, 1069.56369781, 768.994300297, 925.407756004, 
23.0, 1115.4689847, 802.555529958, 965.621440195, 
24.0, 1161.1078222, 835.985482237, 1005.65615368, 
25.0, 1206.47599524, 869.282812084, 1045.50942866, 
26.0, 1251.56922834, 902.446162302, 1085.17876338, 
27.0, 1296.383186, 935.474164133, 1124.66162192, 
28.0, 1340.91347371, 968.365436645, 1163.95543423, 
29.0, 1385.15563878, 1001.11858692, 1203.05759661, 
30.0, 1429.60567696, 1033.73221022, 1241.96547164, 
31.0, 1473.82752067, 1066.20489008, 1280.67638831, 
32.0, 1517.78782985, 1098.53519883, 1319.18764184, 
33.0, 1561.48231172, 1130.7216984, 1357.4964949, 
34.0, 1604.90660745, 1162.76293919, 1395.60017703, 
35.0, 1648.0563011, 1194.6574608, 1433.49588561, 
36.0, 1690.92691178, 1226.40379233, 1471.18078634, 
37.0, 1733.51389249, 1258.00045255, 1508.65201381, 
38.0, 1775.81263231, 1289.44595005, 1545.906672, 
39.0, 1817.81845999, 1320.73878356, 1582.94183469, 
40.0, 1859.52665608, 1351.87744236, 1619.75454744, 
41.0, 1900.9324365, 1382.86040653, 1656.34182704, 
42.0, 1942.03095795, 1413.68614724, 1692.700663, 
43.0, 1982.81731983, 1444.35312718, 1728.8280194, 
44.0, 2023.28657421, 1474.85980116, 1764.72083532, 
45.0, 2063.43373247, 1505.20461619, 1800.37602619, 
46.0, 2103.25375264, 1535.38601191, 1835.79048553, 
47.0, 2142.74154763, 1565.40242106, 1870.96108646, 
48.0, 2181.89199442, 1595.25226996, 1905.88468283, 
49.0, 2220.69993375, 1624.93397915, 1940.55811206, 
50.0, 2259.16016906, 1654.44596437, 1974.97819671, 
51.0, 2297.2674727, 1683.82104172, 2009.14174569, 
52.0, 2335.01660545, 1713.47941499, 2043.04555732, 
53.0, 2372.40230634, 1742.98516148, 2076.68642176, 
54.0, 2409.41929595, 1772.33682469, 2110.06112343, 
55.0, 2446.06228646, 1801.53294132, 2143.16644351, 
56.0, 2482.32600237, 1830.57204152, 2175.99916273, 
57.0, 2517.77101634, 1859.45264946, 2208.55606461, 
58.0, 2552.69494297, 1888.17328378, 2240.83393868, 
59.0, 2587.21093751, 1916.732458, 2272.82958414, 
60.0, 2621.3145217, 1945.12868177, 2304.53981254, 
61.0, 2655.00128868, 1973.36046093, 2335.96145147, 
62.0, 2688.26691212, 2001.42629761, 2367.0913487, 
63.0, 2721.10714962, 2029.32469108, 2397.92637772, 
64.0, 2753.51785671, 2057.05413835, 2428.46343866, 
65.0, 2786.42603708, 2084.61313468, 2458.6994645, 
66.0, 2819.13057519, 2112.00017504, 2488.63142608, 
67.0, 2851.43098163, 2139.21375435, 2518.25633606, 
68.0, 2883.32314469, 2166.25236772, 2547.57125375, 
69.0, 2914.80303616, 2193.11451146, 2576.57328924, 
70.0, 2945.86672594, 2219.79868383, 2605.25960948, 
71.0, 2976.51040154, 2246.30338583, 2633.6274436, 
72.0, 3006.7303645, 2272.6271227, 2661.67408726, 
