Date: 2018-01-30 21:50:00.212320

---Species concentration bounds--- 
Ester : (2660.0, 2940.0)
afEst2 : (9.5, 10.5)

--- Parameters --- 
afest_kcat : (5, 7)
afest_km_ester : (1300, 1700)

Quartile range = 95
Number of samples = 1000

2 parameters and 2 species in uncertainty analysis
4 variables in total
4^2 = 16
4^3 = 64
1000 samples made by lhc


--- Ester Uncertainty Analysis Quartiles ---
Time, Ester High, Ester Low, Ester Mean, 
212.0, 2920.11870766, 2668.0659413, 2794.39171202, 
213.0, 2920.19263476, 2668.41970696, 2794.58925499, 
214.0, 2920.26340901, 2668.48012968, 2794.77978938, 
215.0, 2920.33116461, 2668.53794281, 2794.9635649, 
216.0, 2920.39603009, 2668.60550679, 2795.14082234, 
217.0, 2920.4581285, 2668.9306078, 2795.31179395, 
218.0, 2920.51757769, 2669.12273777, 2795.47670371, 
219.0, 2920.57449051, 2669.28934688, 2795.63576762, 
220.0, 2920.79925332, 2669.68668401, 2795.78919401, 
221.0, 2921.06096152, 2670.07167833, 2795.93718375, 
222.0, 2921.28647797, 2670.38595741, 2796.07993059, 
223.0, 2921.31846074, 2670.46827923, 2796.21762135, 
224.0, 2921.34426063, 2670.54744788, 2796.35043618, 
225.0, 2921.36885457, 2670.62358552, 2796.47854882, 
226.0, 2921.39229911, 2670.78367831, 2796.6021268, 
227.0, 2921.56099721, 2670.84520553, 2796.72133166, 
228.0, 2921.81069344, 2670.90425597, 2796.83631919, 
229.0, 2921.924924, 2670.96092914, 2796.94723961, 
230.0, 2921.99285364, 2671.01532058, 2797.05423776, 
231.0, 2922.05109176, 2671.06752199, 2797.15745332, 
232.0, 2922.10698709, 2671.11762142, 2797.25702098, 
233.0, 2922.16063371, 2671.16570335, 2797.35307061, 
234.0, 2922.21212197, 2671.21184892, 2797.44572743, 
235.0, 2922.34791012, 2671.25613599, 2797.53511221, 
236.0, 2922.54491385, 2671.2986393, 2797.62134136, 
237.0, 2922.58745392, 2671.33943061, 2797.70452717, 
238.0, 2922.62541849, 2671.37857878, 2797.78477789, 
239.0, 2922.66180135, 2671.41614992, 2797.86219792, 
240.0, 2922.69666834, 2671.45220749, 2797.9368879, 

